upper,lower,BlockSelect,feed_2,moveon,feed_1,judgment,correct,third,second,first,item_number,sixth,fourth,fifth,practice1.thisRepN,practice1.thisTrialN,practice1.thisN,practice1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,blcok2.thisRepN,blcok2.thisTrialN,blcok2.thisN,blcok2.thisIndex,response,RT,date,frameRate,expName,session,participant,
BLG,BSG,,,,,    OLIKA              LIKA  ,4,None,S,None,19,None,None,None,,,,,,,,,,,,,,,,,0,14,14,18,,,,,1,0.790322854822,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
GZK,GZK,,,,,    OLIKA              LIKA  ,8,None,None,None,3,None,None,None,,,,,,,,,,,,,,,,,0,15,15,2,,,,,1,0.950303751859,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
NRK,NRK,,,,,    OLIKA              LIKA  ,8,None,None,None,10,None,None,None,,,,,,,,,,,,,,,,,0,16,16,9,,,,,1,0.980274491227,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
CBN,CMN,,,,,    OLIKA              LIKA  ,4,None,M,None,20,None,None,None,,,,,,,,,,,,,,,,,0,17,17,19,,,,,1,0.850725870883,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
NLX,NLX,,,,,    OLIKA              LIKA  ,8,None,None,None,9,None,None,None,,,,,,,,,,,,,,,,,0,18,18,8,,,,,1,1.0806513225,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
RBN,RBW,,,,,    OLIKA              LIKA  ,4,W,None,None,21,None,None,None,,,,,,,,,,,,,,,,,0,19,19,20,,,,,1,1.51091123633,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
TLJ,TXJ,,,,,    OLIKA              LIKA  ,4,None,X,None,17,None,None,None,,,,,,,,,,,,,,,,,0,20,20,16,,,,,1,0.830804713903,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
SVB,PVB,,,,,    OLIKA              LIKA  ,4,None,None,P,13,None,None,None,,,,,,,,,,,,,,,,,0,21,21,12,,,,,1,1.18074302057,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
ZLW,ZLW,,,,,    OLIKA              LIKA  ,8,None,None,None,4,None,None,None,,,,,,,,,,,,,,,,,0,22,22,3,,,,,1,0.910379971268,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
WJP,WJZ,,,,,    OLIKA              LIKA  ,4,Z,None,None,23,None,None,None,,,,,,,,,,,,,,,,,0,23,23,22,,,,,1,1.39081787686,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
KWDCXG,KWDCXG,,,,,    OLIKA              LIKA  ,8,None,None,None,34,None,None,None,,,,,,,,,,,,,,,,,,,,,0,0,0,9,1,2.9311568486,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
QVPSKN,RVPSKN,,,,,    OLIKA              LIKA  ,4,None,None,R,37,None,None,None,,,,,,,,,,,,,,,,,,,,,0,1,1,12,1,1.03038769456,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
BKDXWF,BKDXWF,,,,,    OLIKA              LIKA  ,8,None,None,None,35,None,None,None,,,,,,,,,,,,,,,,,,,,,0,2,2,10,1,2.30084600209,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
ZKSWVJ,ZKSWVJ,,,,,    OLIKA              LIKA  ,8,None,None,None,27,None,None,None,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,2.01096431794,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
GJHSCJ,GJVSCJ,,,,,    OLIKA              LIKA  ,4,V,None,None,41,None,None,None,,,,,,,,,,,,,,,,,,,,,0,4,4,16,1,2.12089551712,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
NMHJKR,WMHJKR,,,,,    OLIKA              LIKA  ,4,None,None,W,38,None,None,None,,,,,,,,,,,,,,,,,,,,,0,5,5,13,1,1.33078498872,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
NKZRGP,NKZRGP,,,,,    OLIKA              LIKA  ,8,None,None,None,36,None,None,None,,,,,,,,,,,,,,,,,,,,,0,6,6,11,1,2.170981458,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
RDNCQM,RDNCQB,,,,,    OLIKA              LIKA  ,4,None,None,None,48,B,None,None,,,,,,,,,,,,,,,,,,,,,0,7,7,23,1,4.35126422419,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
DWQRVK,DPQRVK,,,,,    OLIKA              LIKA  ,4,None,P,None,39,None,None,None,,,,,,,,,,,,,,,,,,,,,0,8,8,14,1,1.18083346777,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
HVNPDS,HVNPMS,,,,,    OLIKA              LIKA  ,4,None,None,None,46,None,None,M,,,,,,,,,,,,,,,,,,,,,0,9,9,21,1,1.94091969411,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
JZVSPX,JZVSPX,,,,,    OLIKA              LIKA  ,8,None,None,None,31,None,None,None,,,,,,,,,,,,,,,,,,,,,0,10,10,6,1,2.00064467688,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
QJZTBL,QJZCBL,,,,,    OLIKA              LIKA  ,4,None,None,None,44,None,C,None,,,,,,,,,,,,,,,,,,,,,0,11,11,19,1,1.94082475662,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
MNTWLX,MNTWLX,,,,,    OLIKA              LIKA  ,8,None,None,None,33,None,None,None,,,,,,,,,,,,,,,,,,,,,0,12,12,8,1,2.86091368995,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
QGNXBF,QGNXBF,,,,,    OLIKA              LIKA  ,8,None,None,None,29,None,None,None,,,,,,,,,,,,,,,,,,,,,0,13,13,4,1,2.42099773529,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
PXVFWM,PXVFZM,,,,,    OLIKA              LIKA  ,4,None,None,None,45,None,None,Z,,,,,,,,,,,,,,,,,,,,,0,14,14,20,1,1.71080051869,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
MLVDZG,MLVDZG,,,,,    OLIKA              LIKA  ,8,None,None,None,26,None,None,None,,,,,,,,,,,,,,,,,,,,,0,15,15,1,1,2.9411272095,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
HNDKLM,HNDKLM,,,,,    OLIKA              LIKA  ,8,None,None,None,28,None,None,None,,,,,,,,,,,,,,,,,,,,,0,16,16,3,1,2.9911127604,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
DVBWHP,DCBWHP,,,,,    OLIKA              LIKA  ,4,None,C,None,40,None,None,None,,,,,,,,,,,,,,,,,,,,,0,17,17,15,0,3.82125547775,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
PBRJNQ,PBRJNQ,,,,,    OLIKA              LIKA  ,8,None,None,None,25,None,None,None,,,,,,,,,,,,,,,,,,,,,0,18,18,0,1,2.85069251447,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
DRLGHS,DRFGHS,,,,,    OLIKA              LIKA  ,4,F,None,None,42,None,None,None,,,,,,,,,,,,,,,,,,,,,0,19,19,17,0,2.93117930003,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
JRTLNM,JRTLNM,,,,,    OLIKA              LIKA  ,8,None,None,None,30,None,None,None,,,,,,,,,,,,,,,,,,,,,0,20,20,5,1,3.42131526271,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
CJDHXN,CJDBXN,,,,,    OLIKA              LIKA  ,4,None,None,None,43,None,B,None,,,,,,,,,,,,,,,,,,,,,0,21,21,18,1,1.39063152996,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
PZBQJM,PZBQJH,,,,,    OLIKA              LIKA  ,4,None,None,None,47,H,None,None,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,1.950737706,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
XDPVFN,XDPVFN,,,,,    OLIKA              LIKA  ,8,None,None,None,32,None,None,None,,,,,,,,,,,,,,,,,,,,,0,23,23,7,1,2.56086246861,2020_dec_16_1349,99.9711742569,Control Task #6k,001,NENA_023,
